收寄城市,寄达城市,运量（重量）
厦门,东莞,0.0
厦门,湛江,0.0
厦门,中山,0.0
厦门,南宁,0.0
厦门,柳州,0.0
厦门,海口,0.0
厦门,重庆,0.0
厦门,成都,6492.435600000001
厦门,南充,0.0
厦门,内江,0.0
厦门,贵阳,0.0
厦门,昆明,0.0
厦门,大理州,0.0
厦门,拉萨,0.0
厦门,西安,4133.2784
厦门,宝鸡,0.0
厦门,兰州,0.0
厦门,西宁,0.0
厦门,银川,0.0
厦门,乌鲁木齐,0.0
厦门,阿克苏,0.0
厦门,喀什,0.0
泉州,北京,7048.920800000001
泉州,天津,0.0
泉州,石家庄,0.0
泉州,唐山,0.0
泉州,廊坊,0.0
泉州,保定,0.0
泉州,太原,0.0
泉州,侯马,0.0
泉州,呼和浩特,0.0
泉州,包头,0.0
泉州,沈阳,0.0
泉州,大连,0.0
泉州,锦州,0.0
泉州,长春,0.0
泉州,哈尔滨,0.0
泉州,上海,8670.8124
泉州,南京,0.0
泉州,常州,0.0
泉州,无锡,0.0
泉州,苏州,0.0
泉州,徐州,0.0
泉州,连云港,0.0
泉州,淮安,0.0
泉州,盐城,0.0
泉州,扬州,0.0
泉州,南通,0.0
泉州,杭州,0.0
泉州,湖州,0.0
泉州,嘉兴,0.0
泉州,宁波,0.0
泉州,台州,0.0
泉州,金华,0.0
泉州,义乌,0.0
泉州,温州,0.0
泉州,合肥,0.0
泉州,蚌埠,0.0
泉州,芜湖,0.0
泉州,安庆,0.0
泉州,福州,13646.7484
泉州,厦门,9163.8814
泉州,泉州,0.0
泉州,南昌,0.0
泉州,鹰潭,0.0
泉州,赣州,0.0
泉州,济南,7047.8696
泉州,潍坊,0.0
泉州,烟台,0.0
泉州,青岛,0.0
泉州,济宁,0.0
泉州,临沂,0.0
泉州,郑州,0.0
泉州,漯河,0.0
泉州,信阳,0.0
泉州,洛阳,0.0
泉州,武汉,7073.9858
泉州,荆州,0.0
泉州,襄阳,0.0
泉州,长沙,7195.6242
泉州,常德,0.0
泉州,衡阳,0.0
泉州,广州,192479.4044
泉州,汕头,7825.132600000001
泉州,深圳,11645.8596
泉州,东莞,8405.168000000001
泉州,湛江,0.0
泉州,中山,8774.2954
泉州,南宁,0.0
泉州,柳州,0.0
泉州,海口,0.0
泉州,重庆,0.0
泉州,成都,9280.3878
泉州,南充,0.0
泉州,内江,0.0
泉州,贵阳,0.0
泉州,昆明,0.0
泉州,大理州,0.0
泉州,拉萨,0.0
泉州,西安,7065.2366
泉州,宝鸡,0.0
泉州,兰州,0.0
泉州,西宁,0.0
泉州,银川,0.0
泉州,乌鲁木齐,0.0
泉州,阿克苏,0.0
泉州,喀什,0.0
南昌,北京,8903.3912
南昌,天津,0.0
南昌,石家庄,0.0
南昌,唐山,0.0
南昌,廊坊,0.0
南昌,保定,0.0
南昌,太原,0.0
南昌,侯马,0.0
南昌,呼和浩特,0.0
南昌,包头,0.0
南昌,沈阳,0.0
南昌,大连,0.0
南昌,锦州,0.0
南昌,长春,0.0
南昌,哈尔滨,0.0
南昌,上海,12657.409599999999
南昌,南京,0.0
南昌,常州,0.0
南昌,无锡,0.0
南昌,苏州,0.0
南昌,徐州,3826.5928000000004
南昌,连云港,0.0
南昌,淮安,0.0
南昌,盐城,0.0
南昌,扬州,0.0
南昌,南通,0.0
南昌,杭州,7775.9372
南昌,湖州,0.0
南昌,嘉兴,0.0
南昌,宁波,0.0
南昌,台州,0.0
南昌,金华,0.0
南昌,义乌,0.0
南昌,温州,0.0
南昌,合肥,5533.680600000001
南昌,蚌埠,0.0
南昌,芜湖,0.0
南昌,安庆,0.0
南昌,福州,6919.3364
南昌,厦门,0.0
南昌,泉州,0.0
南昌,南昌,0.0
南昌,鹰潭,0.0
南昌,赣州,0.0
南昌,济南,9535.334200000001
南昌,潍坊,0.0
南昌,烟台,0.0
南昌,青岛,0.0
南昌,济宁,0.0
南昌,临沂,0.0
南昌,郑州,8464.2008
南昌,漯河,0.0
南昌,信阳,0.0
南昌,洛阳,0.0
南昌,武汉,189203.38640000002
南昌,荆州,0.0
南昌,襄阳,0.0
南昌,长沙,9858.0108
南昌,常德,0.0
南昌,衡阳,0.0
南昌,广州,20597.8188
南昌,汕头,0.0
南昌,深圳,8641.7508
南昌,东莞,0.0
南昌,湛江,0.0
南昌,中山,0.0
南昌,南宁,7049.662000000001
南昌,柳州,0.0
南昌,海口,0.0
南昌,重庆,6634.9416
南昌,成都,12135.7972
南昌,南充,0.0
南昌,内江,0.0
南昌,贵阳,7565.0986
南昌,昆明,6614.5524000000005
南昌,大理州,0.0
南昌,拉萨,0.0
南昌,西安,9429.0224
南昌,宝鸡,0.0
南昌,兰州,0.0
南昌,西宁,0.0
南昌,银川,0.0
南昌,乌鲁木齐,0.0
南昌,阿克苏,0.0
南昌,喀什,0.0
鹰潭,北京,0.0
鹰潭,天津,0.0
鹰潭,石家庄,0.0
鹰潭,唐山,0.0
鹰潭,廊坊,0.0
鹰潭,保定,0.0
鹰潭,太原,0.0
鹰潭,侯马,0.0
鹰潭,呼和浩特,0.0
鹰潭,包头,0.0
鹰潭,沈阳,0.0
鹰潭,大连,0.0
鹰潭,锦州,0.0
鹰潭,长春,0.0
鹰潭,哈尔滨,0.0
鹰潭,上海,0.0
鹰潭,南京,0.0
鹰潭,常州,0.0
鹰潭,无锡,0.0
鹰潭,苏州,0.0
鹰潭,徐州,0.0
鹰潭,连云港,0.0
鹰潭,淮安,0.0
鹰潭,盐城,0.0
鹰潭,扬州,0.0
鹰潭,南通,0.0
鹰潭,杭州,0.0
鹰潭,湖州,0.0
鹰潭,嘉兴,0.0
鹰潭,宁波,0.0
鹰潭,台州,0.0
鹰潭,金华,0.0
鹰潭,义乌,0.0
鹰潭,温州,0.0
鹰潭,合肥,0.0
鹰潭,蚌埠,0.0
鹰潭,芜湖,0.0
鹰潭,安庆,0.0
鹰潭,福州,0.0
鹰潭,厦门,0.0
鹰潭,泉州,0.0
鹰潭,南昌,0.0
鹰潭,鹰潭,0.0
鹰潭,赣州,0.0
鹰潭,济南,0.0
鹰潭,潍坊,0.0
鹰潭,烟台,0.0
鹰潭,青岛,0.0
鹰潭,济宁,0.0
鹰潭,临沂,0.0
鹰潭,郑州,0.0
鹰潭,漯河,0.0
鹰潭,信阳,0.0
鹰潭,洛阳,0.0
鹰潭,武汉,41737.048800000004
鹰潭,荆州,0.0
鹰潭,襄阳,0.0
鹰潭,长沙,0.0
鹰潭,常德,0.0
鹰潭,衡阳,0.0
鹰潭,广州,0.0
鹰潭,汕头,0.0
鹰潭,深圳,0.0
鹰潭,东莞,0.0
鹰潭,湛江,0.0
鹰潭,中山,0.0
鹰潭,南宁,0.0
鹰潭,柳州,0.0
鹰潭,海口,0.0
鹰潭,重庆,0.0
鹰潭,成都,0.0
鹰潭,南充,0.0
鹰潭,内江,0.0
鹰潭,贵阳,0.0
鹰潭,昆明,0.0
鹰潭,大理州,0.0
鹰潭,拉萨,0.0
鹰潭,西安,0.0
鹰潭,宝鸡,0.0
鹰潭,兰州,0.0
鹰潭,西宁,0.0
鹰潭,银川,0.0
鹰潭,乌鲁木齐,0.0
鹰潭,阿克苏,0.0
鹰潭,喀什,0.0
赣州,北京,0.0
赣州,天津,0.0
赣州,石家庄,0.0
赣州,唐山,0.0
赣州,廊坊,0.0
赣州,保定,0.0
赣州,太原,0.0
赣州,侯马,0.0
赣州,呼和浩特,0.0
赣州,包头,0.0
赣州,沈阳,0.0
赣州,大连,0.0
赣州,锦州,0.0
赣州,长春,0.0
赣州,哈尔滨,0.0
赣州,上海,0.0
赣州,南京,0.0
赣州,常州,0.0
赣州,无锡,0.0
赣州,苏州,0.0
赣州,徐州,0.0
赣州,连云港,0.0
赣州,淮安,0.0
赣州,盐城,0.0
赣州,扬州,0.0
赣州,南通,0.0
赣州,杭州,0.0
赣州,湖州,0.0
赣州,嘉兴,0.0
赣州,宁波,0.0
赣州,台州,0.0
赣州,金华,0.0
赣州,义乌,0.0
赣州,温州,0.0
赣州,合肥,0.0
赣州,蚌埠,0.0
赣州,芜湖,0.0
赣州,安庆,0.0
赣州,福州,0.0
赣州,厦门,0.0
赣州,泉州,0.0
赣州,南昌,0.0
赣州,鹰潭,0.0
赣州,赣州,0.0
赣州,济南,0.0
赣州,潍坊,0.0
赣州,烟台,0.0
赣州,青岛,0.0
赣州,济宁,0.0
赣州,临沂,0.0
赣州,郑州,0.0
赣州,漯河,0.0
赣州,信阳,0.0
赣州,洛阳,0.0
赣州,武汉,0.0
赣州,荆州,0.0
赣州,襄阳,0.0
赣州,长沙,0.0
赣州,常德,0.0
赣州,衡阳,0.0
赣州,广州,93906.1708
赣州,汕头,0.0
赣州,深圳,0.0
赣州,东莞,0.0
赣州,湛江,0.0
赣州,中山,0.0
赣州,南宁,0.0
赣州,柳州,0.0
赣州,海口,0.0
赣州,重庆,0.0
赣州,成都,0.0
赣州,南充,0.0
赣州,内江,0.0
赣州,贵阳,0.0
赣州,昆明,0.0
赣州,大理州,0.0
赣州,拉萨,0.0
赣州,西安,0.0
赣州,宝鸡,0.0
赣州,兰州,0.0
赣州,西宁,0.0
赣州,银川,0.0
赣州,乌鲁木齐,0.0
赣州,阿克苏,0.0
赣州,喀什,0.0
济南,北京,177192.91420000003
济南,天津,10966.382200000002
济南,石家庄,10198.919600000001
济南,唐山,0.0
济南,廊坊,0.0
济南,保定,0.0
济南,太原,8444.7934
济南,侯马,0.0
济南,呼和浩特,8332.6306
济南,包头,0.0
济南,沈阳,13582.9676
济南,大连,0.0
济南,锦州,0.0
济南,长春,8199.476200000001
济南,哈尔滨,11581.089600000001
济南,上海,14167.4086
济南,南京,5046.9956
济南,常州,0.0
济南,无锡,0.0
济南,苏州,0.0
济南,徐州,4426.6306
济南,连云港,0.0
济南,淮安,0.0
济南,盐城,0.0
济南,扬州,0.0
济南,南通,0.0
济南,杭州,6451.4018
济南,湖州,0.0
济南,嘉兴,0.0
济南,宁波,3676.9292000000005
济南,台州,0.0
济南,金华,0.0
济南,义乌,0.0
济南,温州,0.0
济南,合肥,5435.9246
济南,蚌埠,0.0
济南,芜湖,0.0
济南,安庆,0.0
济南,福州,0.0
济南,厦门,0.0
济南,泉州,0.0
济南,南昌,5398.756
济南,鹰潭,0.0
济南,赣州,0.0
济南,济南,0.0
济南,潍坊,0.0
济南,烟台,0.0
济南,青岛,11957.783599999999
济南,济宁,0.0
济南,临沂,0.0
济南,郑州,12311.383600000001
济南,漯河,0.0
济南,信阳,0.0
济南,洛阳,3507.0698
济南,武汉,10173.986
济南,荆州,0.0
济南,襄阳,0.0
济南,长沙,7819.033600000001
济南,常德,0.0
济南,衡阳,0.0
济南,广州,15708.323600000002
济南,汕头,0.0
济南,深圳,0.0
济南,东莞,0.0
济南,湛江,0.0
济南,中山,0.0
济南,南宁,0.0
济南,柳州,0.0
济南,海口,0.0
济南,重庆,6584.0926
济南,成都,13057.004200000001
济南,南充,0.0
济南,内江,0.0
济南,贵阳,8608.075400000002
济南,昆明,0.0
济南,大理州,0.0
济南,拉萨,0.0
济南,西安,15923.513200000001
济南,宝鸡,0.0
济南,兰州,8137.1112
济南,西宁,0.0
济南,银川,0.0
济南,乌鲁木齐,0.0
济南,阿克苏,0.0
济南,喀什,0.0
潍坊,北京,70599.45620000002
潍坊,天津,0.0
潍坊,石家庄,0.0
潍坊,唐山,0.0
潍坊,廊坊,0.0
潍坊,保定,0.0
潍坊,太原,0.0
潍坊,侯马,0.0
潍坊,呼和浩特,0.0
潍坊,包头,0.0
潍坊,沈阳,0.0
潍坊,大连,0.0
潍坊,锦州,0.0
潍坊,长春,0.0
潍坊,哈尔滨,0.0
潍坊,上海,0.0
潍坊,南京,0.0
潍坊,常州,0.0
潍坊,无锡,0.0
潍坊,苏州,0.0
潍坊,徐州,0.0
潍坊,连云港,0.0
潍坊,淮安,0.0
潍坊,盐城,0.0
潍坊,扬州,0.0
潍坊,南通,0.0
潍坊,杭州,0.0
潍坊,湖州,0.0
潍坊,嘉兴,0.0
潍坊,宁波,0.0
潍坊,台州,0.0
潍坊,金华,0.0
潍坊,义乌,0.0
潍坊,温州,0.0
潍坊,合肥,0.0
潍坊,蚌埠,0.0
潍坊,芜湖,0.0
潍坊,安庆,0.0
潍坊,福州,0.0
潍坊,厦门,0.0
潍坊,泉州,0.0
潍坊,南昌,0.0
潍坊,鹰潭,0.0
潍坊,赣州,0.0
潍坊,济南,0.0
潍坊,潍坊,0.0
潍坊,烟台,0.0
潍坊,青岛,0.0
潍坊,济宁,0.0
潍坊,临沂,0.0
潍坊,郑州,0.0
潍坊,漯河,0.0
潍坊,信阳,0.0
潍坊,洛阳,0.0
潍坊,武汉,0.0
潍坊,荆州,0.0
潍坊,襄阳,0.0
潍坊,长沙,0.0
潍坊,常德,0.0
潍坊,衡阳,0.0
潍坊,广州,0.0
潍坊,汕头,0.0
潍坊,深圳,0.0
潍坊,东莞,0.0
潍坊,湛江,0.0
潍坊,中山,0.0
潍坊,南宁,0.0
潍坊,柳州,0.0
潍坊,海口,0.0
潍坊,重庆,0.0
潍坊,成都,0.0
潍坊,南充,0.0
潍坊,内江,0.0
潍坊,贵阳,0.0
潍坊,昆明,0.0
潍坊,大理州,0.0
潍坊,拉萨,0.0
潍坊,西安,0.0
潍坊,宝鸡,0.0
潍坊,兰州,0.0
潍坊,西宁,0.0
潍坊,银川,0.0
潍坊,乌鲁木齐,0.0
潍坊,阿克苏,0.0
潍坊,喀什,0.0
烟台,北京,50394.726800000004
烟台,天津,0.0
烟台,石家庄,0.0
烟台,唐山,0.0
烟台,廊坊,0.0
烟台,保定,0.0
烟台,太原,0.0
烟台,侯马,0.0
烟台,呼和浩特,0.0
烟台,包头,0.0
烟台,沈阳,0.0
烟台,大连,0.0
烟台,锦州,0.0
烟台,长春,0.0
烟台,哈尔滨,0.0
烟台,上海,0.0
烟台,南京,0.0
烟台,常州,0.0
烟台,无锡,0.0
烟台,苏州,0.0
烟台,徐州,0.0
烟台,连云港,0.0
烟台,淮安,0.0
烟台,盐城,0.0
烟台,扬州,0.0
烟台,南通,0.0
烟台,杭州,0.0
烟台,湖州,0.0
烟台,嘉兴,0.0
烟台,宁波,0.0
烟台,台州,0.0
烟台,金华,0.0
烟台,义乌,0.0
烟台,温州,0.0
烟台,合肥,0.0
烟台,蚌埠,0.0
烟台,芜湖,0.0
烟台,安庆,0.0
烟台,福州,0.0
烟台,厦门,0.0
烟台,泉州,0.0
烟台,南昌,0.0
烟台,鹰潭,0.0
烟台,赣州,0.0
烟台,济南,0.0
烟台,潍坊,0.0
烟台,烟台,0.0
烟台,青岛,0.0
烟台,济宁,0.0
烟台,临沂,0.0
烟台,郑州,0.0
烟台,漯河,0.0
烟台,信阳,0.0
烟台,洛阳,0.0
烟台,武汉,0.0
烟台,荆州,0.0
烟台,襄阳,0.0
烟台,长沙,0.0
烟台,常德,0.0
烟台,衡阳,0.0
烟台,广州,0.0
烟台,汕头,0.0
烟台,深圳,0.0
烟台,东莞,0.0
烟台,湛江,0.0
烟台,中山,0.0
烟台,南宁,0.0
烟台,柳州,0.0
烟台,海口,0.0
烟台,重庆,0.0
烟台,成都,0.0
烟台,南充,0.0
烟台,内江,0.0
烟台,贵阳,0.0
烟台,昆明,0.0
烟台,大理州,0.0
烟台,拉萨,0.0
烟台,西安,0.0
烟台,宝鸡,0.0
烟台,兰州,0.0
烟台,西宁,0.0
烟台,银川,0.0
烟台,乌鲁木齐,0.0
烟台,阿克苏,0.0
烟台,喀什,0.0
青岛,北京,80192.2936
青岛,天津,0.0
青岛,石家庄,0.0
青岛,唐山,0.0
青岛,廊坊,0.0
青岛,保定,0.0
青岛,太原,0.0
青岛,侯马,0.0
青岛,呼和浩特,0.0
青岛,包头,0.0
青岛,沈阳,0.0
青岛,大连,0.0
青岛,锦州,0.0
青岛,长春,0.0
青岛,哈尔滨,0.0
青岛,上海,0.0
青岛,南京,0.0
青岛,常州,0.0
青岛,无锡,0.0
青岛,苏州,0.0
青岛,徐州,0.0
青岛,连云港,0.0
青岛,淮安,0.0
青岛,盐城,0.0
青岛,扬州,0.0
青岛,南通,0.0
青岛,杭州,0.0
青岛,湖州,0.0
青岛,嘉兴,0.0
青岛,宁波,0.0
青岛,台州,0.0
青岛,金华,0.0
青岛,义乌,0.0
青岛,温州,0.0
青岛,合肥,0.0
青岛,蚌埠,0.0
青岛,芜湖,0.0
青岛,安庆,0.0
青岛,福州,0.0
青岛,厦门,0.0
青岛,泉州,0.0
青岛,南昌,0.0
青岛,鹰潭,0.0
青岛,赣州,0.0
青岛,济南,4256.8332
青岛,潍坊,0.0
青岛,烟台,0.0
青岛,青岛,0.0
青岛,济宁,0.0
青岛,临沂,0.0
青岛,郑州,0.0
青岛,漯河,0.0
青岛,信阳,0.0
青岛,洛阳,0.0
青岛,武汉,0.0
青岛,荆州,0.0
青岛,襄阳,0.0
青岛,长沙,0.0
青岛,常德,0.0
青岛,衡阳,0.0
青岛,广州,0.0
青岛,汕头,0.0
青岛,深圳,0.0
青岛,东莞,0.0
青岛,湛江,0.0
青岛,中山,0.0
青岛,南宁,0.0
青岛,柳州,0.0
青岛,海口,0.0
青岛,重庆,0.0
青岛,成都,0.0
青岛,南充,0.0
青岛,内江,0.0
青岛,贵阳,0.0
青岛,昆明,0.0
青岛,大理州,0.0
青岛,拉萨,0.0
青岛,西安,0.0
青岛,宝鸡,0.0
青岛,兰州,0.0
青岛,西宁,0.0
青岛,银川,0.0
青岛,乌鲁木齐,0.0
青岛,阿克苏,0.0
青岛,喀什,0.0
济宁,北京,87870.12320000002
济宁,天津,0.0
济宁,石家庄,0.0
济宁,唐山,0.0
济宁,廊坊,0.0
济宁,保定,0.0
济宁,太原,0.0
济宁,侯马,0.0
济宁,呼和浩特,0.0
济宁,包头,0.0
济宁,沈阳,0.0
济宁,大连,0.0
济宁,锦州,0.0
济宁,长春,0.0
济宁,哈尔滨,0.0
济宁,上海,0.0
济宁,南京,0.0
济宁,常州,0.0
济宁,无锡,0.0
济宁,苏州,0.0
济宁,徐州,0.0
济宁,连云港,0.0
济宁,淮安,0.0
济宁,盐城,0.0
济宁,扬州,0.0
济宁,南通,0.0
济宁,杭州,0.0
济宁,湖州,0.0
济宁,嘉兴,0.0
济宁,宁波,0.0
济宁,台州,0.0
济宁,金华,0.0
济宁,义乌,0.0
济宁,温州,0.0
济宁,合肥,0.0
济宁,蚌埠,0.0
济宁,芜湖,0.0
济宁,安庆,0.0
济宁,福州,0.0
济宁,厦门,0.0
济宁,泉州,0.0
济宁,南昌,0.0
济宁,鹰潭,0.0
济宁,赣州,0.0
济宁,济南,0.0
济宁,潍坊,0.0
济宁,烟台,0.0
济宁,青岛,0.0
济宁,济宁,0.0
济宁,临沂,0.0
济宁,郑州,0.0
济宁,漯河,0.0
济宁,信阳,0.0
济宁,洛阳,0.0
济宁,武汉,0.0
济宁,荆州,0.0
济宁,襄阳,0.0
济宁,长沙,0.0
济宁,常德,0.0
济宁,衡阳,0.0
济宁,广州,0.0
济宁,汕头,0.0
济宁,深圳,0.0
济宁,东莞,0.0
济宁,湛江,0.0
济宁,中山,0.0
济宁,南宁,0.0
济宁,柳州,0.0
济宁,海口,0.0
济宁,重庆,0.0
济宁,成都,0.0
济宁,南充,0.0
济宁,内江,0.0
济宁,贵阳,0.0
济宁,昆明,0.0
济宁,大理州,0.0
济宁,拉萨,0.0
济宁,西安,0.0
济宁,宝鸡,0.0
济宁,兰州,0.0
济宁,西宁,0.0
济宁,银川,0.0
济宁,乌鲁木齐,0.0
济宁,阿克苏,0.0
济宁,喀什,0.0
临沂,北京,0.0
临沂,天津,0.0
临沂,石家庄,0.0
临沂,唐山,0.0
临沂,廊坊,0.0
临沂,保定,0.0
临沂,太原,0.0
临沂,侯马,0.0
临沂,呼和浩特,0.0
临沂,包头,0.0
临沂,沈阳,0.0
临沂,大连,0.0
临沂,锦州,0.0
临沂,长春,0.0
临沂,哈尔滨,0.0
临沂,上海,65318.4484
临沂,南京,0.0
临沂,常州,0.0
临沂,无锡,0.0
临沂,苏州,0.0
临沂,徐州,0.0
临沂,连云港,0.0
临沂,淮安,0.0
临沂,盐城,0.0
临沂,扬州,0.0
临沂,南通,0.0
临沂,杭州,0.0
临沂,湖州,0.0
临沂,嘉兴,0.0
临沂,宁波,0.0
临沂,台州,0.0
临沂,金华,0.0
临沂,义乌,0.0
临沂,温州,0.0
临沂,合肥,0.0
临沂,蚌埠,0.0
临沂,芜湖,0.0
临沂,安庆,0.0
临沂,福州,0.0
临沂,厦门,0.0
临沂,泉州,0.0
临沂,南昌,0.0
临沂,鹰潭,0.0
临沂,赣州,0.0
临沂,济南,0.0
临沂,潍坊,0.0
临沂,烟台,0.0
临沂,青岛,0.0
临沂,济宁,0.0
临沂,临沂,0.0
临沂,郑州,0.0
临沂,漯河,0.0
临沂,信阳,0.0
临沂,洛阳,0.0
临沂,武汉,0.0
临沂,荆州,0.0
临沂,襄阳,0.0
临沂,长沙,0.0
临沂,常德,0.0
临沂,衡阳,0.0
临沂,广州,0.0
临沂,汕头,0.0
临沂,深圳,0.0
临沂,东莞,0.0
临沂,湛江,0.0
临沂,中山,0.0
临沂,南宁,0.0
临沂,柳州,0.0
临沂,海口,0.0
临沂,重庆,0.0
临沂,成都,0.0
临沂,南充,0.0
临沂,内江,0.0
临沂,贵阳,0.0
临沂,昆明,0.0
临沂,大理州,0.0
临沂,拉萨,0.0
临沂,西安,0.0
临沂,宝鸡,0.0
临沂,兰州,0.0
临沂,西宁,0.0
临沂,银川,0.0
临沂,乌鲁木齐,0.0
临沂,阿克苏,0.0
临沂,喀什,0.0
郑州,北京,27269.574600000004
郑州,天津,15073.599000000002
郑州,石家庄,16063.091400000001
郑州,唐山,0.0
郑州,廊坊,0.0
郑州,保定,0.0
郑州,太原,14460.012200000001
郑州,侯马,8021.0536
郑州,呼和浩特,7964.346200000001
郑州,包头,0.0
郑州,沈阳,18461.6584
郑州,大连,0.0
郑州,锦州,0.0
郑州,长春,14004.7068
郑州,哈尔滨,19113.7972
郑州,上海,20519.2472
郑州,南京,8069.800200000001
郑州,常州,4837.657
郑州,无锡,0.0
郑州,苏州,9145.733400000001
郑州,徐州,7249.973800000001
郑州,连云港,0.0
郑州,淮安,0.0
郑州,盐城,0.0
郑州,扬州,0.0
郑州,南通,0.0
郑州,杭州,11192.0144
郑州,湖州,0.0
郑州,嘉兴,0.0
郑州,宁波,6632.963200000001
郑州,台州,3279.7072000000003
郑州,金华,4769.2402
郑州,义乌,0.0
郑州,温州,0.0
郑州,合肥,9737.679000000002
郑州,蚌埠,6217.392400000001
郑州,芜湖,0.0
郑州,安庆,0.0
郑州,福州,10200.6824
郑州,厦门,6705.8550000000005
郑州,泉州,0.0
郑州,南昌,12938.7054
郑州,鹰潭,0.0
郑州,赣州,0.0
郑州,济南,23854.618000000002
郑州,潍坊,0.0
郑州,烟台,0.0
郑州,青岛,10519.548400000001
郑州,济宁,0.0
郑州,临沂,0.0
郑州,郑州,0.0
郑州,漯河,9378.885000000002
郑州,信阳,9695.842
郑州,洛阳,7261.0262
郑州,武汉,19091.228800000004
郑州,荆州,0.0
郑州,襄阳,0.0
郑州,长沙,17664.393000000004
郑州,常德,0.0
郑州,衡阳,0.0
郑州,广州,31218.200000000004
郑州,汕头,7577.589000000001
郑州,深圳,10605.3322
郑州,东莞,8600.432
郑州,湛江,0.0
郑州,中山,8300.0536
郑州,南宁,13482.43
郑州,柳州,0.0
郑州,海口,0.0
郑州,重庆,10672.960600000002
郑州,成都,20368.4704
郑州,南充,0.0
郑州,内江,0.0
郑州,贵阳,13948.1308
郑州,昆明,7138.004400000001
郑州,大理州,0.0
郑州,拉萨,0.0
郑州,西安,158794.1724
郑州,宝鸡,0.0
郑州,兰州,8055.5248
郑州,西宁,0.0
郑州,银川,0.0
郑州,乌鲁木齐,0.0
郑州,阿克苏,0.0
郑州,喀什,0.0
漯河,北京,0.0
漯河,天津,0.0
漯河,石家庄,0.0
漯河,唐山,0.0
漯河,廊坊,0.0
漯河,保定,0.0
漯河,太原,0.0
漯河,侯马,0.0
漯河,呼和浩特,0.0
漯河,包头,0.0
漯河,沈阳,0.0
漯河,大连,0.0
漯河,锦州,0.0
漯河,长春,0.0
漯河,哈尔滨,0.0
漯河,上海,0.0
漯河,南京,0.0
漯河,常州,0.0
漯河,无锡,0.0
漯河,苏州,0.0
漯河,徐州,0.0
漯河,连云港,0.0
漯河,淮安,0.0
漯河,盐城,0.0
漯河,扬州,0.0
漯河,南通,0.0
漯河,杭州,0.0
漯河,湖州,0.0
漯河,嘉兴,0.0
漯河,宁波,0.0
漯河,台州,0.0
漯河,金华,0.0
漯河,义乌,0.0
漯河,温州,0.0
漯河,合肥,0.0
漯河,蚌埠,0.0
漯河,芜湖,0.0
漯河,安庆,0.0
漯河,福州,0.0
漯河,厦门,0.0
漯河,泉州,0.0
漯河,南昌,0.0
漯河,鹰潭,0.0
漯河,赣州,0.0
漯河,济南,0.0
漯河,潍坊,0.0
漯河,烟台,0.0
漯河,青岛,0.0
漯河,济宁,0.0
漯河,临沂,0.0
漯河,郑州,6052.3948
漯河,漯河,0.0
漯河,信阳,0.0
漯河,洛阳,0.0
漯河,武汉,150032.249
漯河,荆州,0.0
漯河,襄阳,0.0
漯河,长沙,0.0
漯河,常德,0.0
漯河,衡阳,0.0
漯河,广州,6636.6424
漯河,汕头,0.0
漯河,深圳,0.0
漯河,东莞,0.0
漯河,湛江,0.0
漯河,中山,0.0
漯河,南宁,0.0
漯河,柳州,0.0
漯河,海口,0.0
漯河,重庆,0.0
漯河,成都,0.0
漯河,南充,0.0
漯河,内江,0.0
漯河,贵阳,0.0
漯河,昆明,0.0
漯河,大理州,0.0
漯河,拉萨,0.0
漯河,西安,0.0
漯河,宝鸡,0.0
漯河,兰州,0.0
漯河,西宁,0.0
漯河,银川,0.0
漯河,乌鲁木齐,0.0
漯河,阿克苏,0.0
漯河,喀什,0.0
信阳,北京,0.0
信阳,天津,0.0
信阳,石家庄,0.0
信阳,唐山,0.0
信阳,廊坊,0.0
信阳,保定,0.0
信阳,太原,0.0
信阳,侯马,0.0
信阳,呼和浩特,0.0
信阳,包头,0.0
信阳,沈阳,0.0
信阳,大连,0.0
信阳,锦州,0.0
信阳,长春,0.0
信阳,哈尔滨,0.0
信阳,上海,0.0
信阳,南京,0.0
信阳,常州,0.0
信阳,无锡,0.0
信阳,苏州,0.0
信阳,徐州,0.0
信阳,连云港,0.0
信阳,淮安,0.0
信阳,盐城,0.0
信阳,扬州,0.0
信阳,南通,0.0
信阳,杭州,0.0
信阳,湖州,0.0
信阳,嘉兴,0.0
信阳,宁波,0.0
信阳,台州,0.0
信阳,金华,0.0
信阳,义乌,0.0
信阳,温州,0.0
信阳,合肥,0.0
信阳,蚌埠,0.0
信阳,芜湖,0.0
信阳,安庆,0.0
信阳,福州,0.0
信阳,厦门,0.0
信阳,泉州,0.0
信阳,南昌,0.0
信阳,鹰潭,0.0
信阳,赣州,0.0
信阳,济南,0.0
信阳,潍坊,0.0
信阳,烟台,0.0
信阳,青岛,0.0
信阳,济宁,0.0
信阳,临沂,0.0
信阳,郑州,0.0
信阳,漯河,0.0
信阳,信阳,0.0
信阳,洛阳,0.0
信阳,武汉,103963.97880000001
信阳,荆州,0.0
信阳,襄阳,0.0
信阳,长沙,0.0
信阳,常德,0.0
信阳,衡阳,0.0
信阳,广州,0.0
信阳,汕头,0.0
信阳,深圳,0.0
信阳,东莞,0.0
信阳,湛江,0.0
信阳,中山,0.0
信阳,南宁,0.0
信阳,柳州,0.0
信阳,海口,0.0
信阳,重庆,0.0
信阳,成都,0.0
信阳,南充,0.0
信阳,内江,0.0
信阳,贵阳,0.0
信阳,昆明,0.0
